,id_1,id_2,cost_1,cost_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_4799_4,10,20,170,110,2,1,2,2,50,140,1,1
r_4799_5,2,7,190,190,2,2,2,2,200,200,2,2
r_4799_6,4,14,150,70,2,2,2,2,200,200,2,2
r_4799_7,9,0,30,170,1,2,2,2,220,50,2,2
r_4799_8,5,3,70,130,2,2,2,2,200,200,2,2
r_4799_9,19,18,110,190,2,2,2,2,200,200,2,2
r_4799_10,12,11,90,30,2,1,1,2,50,220,2,1
r_4800_0,10,4,170,170,2,2,2,2,200,200,2,2
r_4800_1,0,3,50,130,2,2,2,2,200,200,2,2
r_4800_2,21,9,50,10,1,1,1,1,150,190,2,2
r_4800_3,1,2,190,150,2,2,2,2,200,200,2,2
r_4800_4,11,15,30,190,1,2,2,1,220,50,2,1
r_4800_5,17,18,10,50,1,1,1,1,190,150,2,2
r_4800_6,8,16,110,190,2,2,2,1,200,200,2,1
r_4800_7,20,14,10,50,1,1,1,1,190,150,2,2
r_4800_8,7,6,130,90,2,2,2,2,200,200,2,2
r_4800_9,19,13,70,150,2,2,2,1,200,200,2,1
r_4800_10,12,5,190,50,2,2,1,2,200,200,1,2
r_4801_0,13,10,110,10,2,1,1,2,50,240,2,1
r_4801_1,3,6,10,150,1,2,2,1,240,50,2,1
r_4801_2,15,5,110,90,2,2,2,2,200,200,2,2
r_4801_3,1,2,10,50,1,1,2,1,190,150,1,2
r_4801_4,12,14,90,110,2,2,2,2,200,200,2,2
r_4801_5,9,4,190,190,2,2,2,2,200,200,2,2
r_4801_6,21,11,110,190,1,2,2,2,140,50,2,2
r_4801_7,16,18,70,70,1,1,1,1,130,130,2,2
r_4801_8,7,0,30,150,1,2,2,2,220,50,2,2
r_4801_9,20,19,30,50,1,1,1,1,170,150,2,2
r_4801_10,8,17,10,190,1,2,2,1,240,50,2,1
r_4802_0,0,6,10,70,1,2,2,1,240,50,2,1
r_4802_1,13,17,190,50,2,1,1,2,50,200,2,1
r_4802_2,8,5,90,50,1,2,1,2,160,50,1,2
r_4802_3,18,4,50,90,1,2,1,2,200,50,1,2
r_4802_4,12,19,170,50,2,1,1,2,50,200,2,1
r_4802_5,21,2,90,70,1,1,1,2,110,130,2,1
r_4802_6,20,16,190,30,2,1,1,2,50,220,2,1
r_4802_7,11,10,170,190,2,2,2,2,200,200,2,2
r_4802_8,3,15,170,90,2,2,2,2,200,200,2,2
r_4802_9,7,9,130,90,2,1,2,2,50,160,1,1
r_4802_10,1,14,190,110,2,2,1,2,200,200,1,2
r_4803_0,10,14,30,190,2,2,2,1,200,200,2,1
r_4803_1,7,3,70,10,2,1,1,2,50,240,2,1
r_4803_2,11,13,130,90,2,1,2,2,50,160,1,1
r_4803_3,21,15,150,50,2,1,1,2,50,200,2,1
r_4803_4,16,20,150,10,2,1,1,2,50,240,2,1
r_4803_5,17,4,170,30,2,1,1,2,50,220,2,1
r_4803_6,12,9,30,170,1,2,2,1,220,50,2,1
r_4803_7,8,6,110,10,2,2,1,2,200,200,1,2
r_4803_8,0,18,150,90,2,1,2,2,50,160,1,1
r_4803_9,2,19,170,50,2,1,1,2,50,200,2,1
r_4803_10,5,1,90,150,2,2,2,1,200,200,2,1
r_4804_0,2,11,30,110,1,2,2,1,220,50,2,1
r_4804_1,8,14,150,130,2,2,2,2,200,200,2,2
r_4804_2,7,12,150,110,2,2,2,2,200,200,2,2
r_4804_3,19,10,70,190,2,2,2,1,200,200,2,1
r_4804_4,17,0,150,10,2,1,1,2,50,240,2,1
r_4804_5,18,3,70,50,1,2,1,2,180,50,1,2
r_4804_6,20,6,130,30,2,2,1,2,200,200,1,2
r_4804_7,9,15,30,190,1,2,2,1,220,50,2,1
r_4804_8,16,4,90,30,1,1,1,2,110,170,2,1
r_4804_9,21,13,130,110,2,2,2,2,200,200,2,2
r_4804_10,1,5,50,110,1,2,1,2,200,50,1,2
r_4805_0,13,11,170,110,2,2,2,2,200,200,2,2
r_4805_1,1,19,90,30,1,1,2,2,110,170,1,1
r_4805_2,7,12,110,30,2,1,2,2,50,220,1,1
r_4805_3,8,6,190,110,2,2,2,2,200,200,2,2
r_4805_4,9,17,50,130,1,2,2,1,200,50,2,1
r_4805_5,10,21,50,150,1,2,2,1,200,50,2,1
r_4805_6,5,3,50,170,2,2,2,2,200,200,2,2
r_4805_7,15,18,70,130,2,2,2,1,200,200,2,1
r_4805_8,16,2,110,190,1,2,2,2,140,50,2,2
r_4805_9,14,20,190,10,2,1,1,2,50,240,2,1
r_4805_10,0,4,50,170,2,2,2,2,200,200,2,2
r_4806_0,5,19,70,150,2,2,2,1,200,200,2,1
r_4806_1,16,7,190,110,2,2,1,2,200,200,1,2
r_4806_2,6,0,130,30,2,2,1,2,200,200,1,2
r_4806_3,15,11,30,30,1,1,1,1,170,170,2,2
r_4806_4,13,4,110,90,2,2,2,2,200,200,2,2
r_4806_5,9,14,90,30,1,1,1,2,110,170,2,1
r_4806_6,12,18,170,70,2,1,2,2,50,180,1,1
r_4806_7,2,8,70,130,1,2,2,1,180,50,2,1
r_4806_8,1,3,70,170,2,2,2,2,200,200,2,2
r_4806_9,21,17,190,190,2,2,2,2,200,200,2,2
r_4806_10,10,20,190,10,2,1,1,2,50,240,2,1
r_4807_0,10,1,150,170,2,2,2,2,200,200,2,2
r_4807_1,4,20,150,150,2,2,2,2,200,200,2,2
r_4807_2,12,7,190,130,2,2,2,2,200,200,2,2
r_4807_3,16,14,190,110,2,2,1,2,200,200,1,2
r_4807_4,13,0,170,130,2,2,2,2,200,200,2,2
r_4807_5,11,21,50,50,1,1,2,1,150,150,1,2
r_4807_6,3,5,110,170,2,2,2,2,200,200,2,2
r_4807_7,6,18,10,50,2,1,1,1,50,200,2,2
r_4807_8,2,8,10,10,1,1,1,1,190,190,2,2
r_4807_9,17,9,50,30,1,1,1,1,150,170,2,2
r_4807_10,19,15,170,150,2,2,2,2,200,200,2,2
r_4808_0,13,8,70,70,1,1,1,1,130,130,2,2
r_4808_1,20,9,10,50,1,1,1,1,190,150,2,2
r_4808_2,2,3,170,30,2,1,1,2,50,220,2,1
r_4808_3,19,7,190,130,2,2,2,2,200,200,2,2
r_4808_4,11,0,50,110,1,2,2,2,200,50,2,2
r_4808_5,5,17,130,50,2,1,2,2,50,200,1,1
r_4808_6,4,15,110,110,2,2,2,2,200,200,2,2
r_4808_7,10,1,70,170,1,2,2,2,180,50,2,2
r_4808_8,12,14,90,90,2,2,2,2,200,200,2,2
r_4808_9,6,16,110,10,2,1,1,1,50,240,2,2
r_4808_10,18,21,70,90,1,1,1,1,130,110,2,2
r_4809_0,1,15,30,130,1,2,1,1,220,50,1,1
r_4809_1,6,11,30,110,2,2,2,1,200,200,2,1
r_4809_2,17,3,130,10,2,1,1,2,50,240,2,1
r_4809_3,0,2,170,130,2,2,2,2,200,200,2,2
r_4809_4,18,12,170,10,2,1,1,2,50,240,2,1
r_4809_5,7,5,150,190,2,2,2,2,200,200,2,2
r_4809_6,10,20,30,150,2,2,2,1,200,200,2,1
r_4809_7,19,14,90,170,2,2,2,2,200,200,2,2
r_4809_8,16,4,90,90,1,2,1,2,160,50,1,2
r_4809_9,8,9,30,110,1,2,2,1,220,50,2,1
r_4809_10,13,21,110,190,2,2,2,2,200,200,2,2
r_4810_0,17,4,150,110,2,2,2,2,200,200,2,2
r_4810_1,14,5,30,170,1,2,2,1,220,50,2,1
r_4810_2,6,2,170,10,2,1,1,2,50,240,2,1
r_4810_3,16,10,150,10,2,1,1,2,50,240,2,1
r_4810_4,15,13,150,130,2,2,2,2,200,200,2,2
r_4810_5,11,18,10,70,1,1,2,1,190,130,1,2
r_4810_6,21,19,190,90,2,2,1,2,200,200,1,2
r_4810_7,20,7,70,110,1,2,1,2,180,50,1,2
r_4810_8,1,12,90,150,1,2,2,2,160,50,2,2
r_4810_9,0,3,130,50,2,2,2,2,200,200,2,2
r_4810_10,9,8,110,10,2,1,1,2,50,240,2,1
r_4811_0,9,12,70,10,1,1,1,2,130,190,2,1
r_4811_1,7,4,90,170,2,2,2,2,200,200,2,2
r_4811_2,14,18,150,90,2,1,2,2,50,160,1,1
r_4811_3,16,5,10,50,1,2,1,1,240,50,1,1
r_4811_4,11,17,50,70,1,1,2,1,150,130,1,2
r_4811_5,21,3,90,170,1,2,2,2,160,50,2,2
r_4811_6,20,6,170,50,2,1,1,2,50,200,2,1
r_4811_7,1,15,50,10,1,1,2,1,150,190,1,2
r_4811_8,2,0,70,10,1,1,1,2,130,190,2,1
r_4811_9,19,13,150,110,2,2,2,2,200,200,2,2
r_4811_10,8,10,150,70,2,1,1,2,50,180,2,1
r_4812_0,11,0,150,130,2,2,2,2,200,200,2,2
r_4812_1,21,1,190,110,2,1,2,2,50,140,1,1
r_4812_2,19,9,150,150,2,2,2,2,200,200,2,2
r_4812_3,5,15,170,170,2,2,2,2,200,200,2,2
r_4812_4,18,3,50,190,1,2,2,2,200,50,2,2
r_4812_5,17,16,150,10,2,1,1,2,50,240,2,1
r_4812_6,2,14,170,30,2,1,1,2,50,220,2,1
r_4812_7,13,8,50,190,1,2,2,1,200,50,2,1
r_4812_8,20,10,70,110,1,2,1,1,180,50,1,1
r_4812_9,12,6,10,170,1,2,2,1,240,50,2,1
r_4812_10,4,7,130,130,1,2,1,2,120,50,1,2
r_4813_0,20,4,70,170,1,2,2,2,180,50,2,2
r_4813_1,9,0,150,150,2,2,2,2,200,200,2,2
r_4813_2,2,10,150,110,2,2,2,2,200,200,2,2
r_4813_3,12,14,110,10,2,1,1,2,50,240,2,1
r_4813_4,8,5,50,90,1,2,1,2,200,50,1,2
r_4813_5,7,3,190,30,2,1,2,2,50,220,1,1
r_4813_6,21,19,130,170,2,2,2,2,200,200,2,2
r_4813_7,15,11,10,30,1,1,1,1,190,170,2,2
r_4813_8,1,16,30,110,1,1,1,1,170,90,2,2
r_4813_9,6,17,170,70,2,1,2,2,50,180,1,1
r_4813_10,18,13,150,90,2,1,1,2,50,160,2,1
r_4814_0,1,18,50,50,1,1,2,1,150,150,1,2
r_4814_1,17,15,110,10,2,1,1,2,50,240,2,1
r_4814_2,19,12,90,70,2,2,1,2,200,200,1,2
r_4814_3,3,4,170,190,2,2,2,2,200,200,2,2
r_4814_4,16,8,10,170,1,2,2,1,240,50,2,1
r_4814_5,0,7,10,50,1,2,2,1,240,50,2,1
r_4814_6,14,6,170,50,2,1,1,2,50,200,2,1
r_4814_7,11,5,90,130,2,2,2,2,200,200,2,2
r_4814_8,20,13,10,150,1,2,2,1,240,50,2,1
r_4814_9,2,10,70,130,1,2,2,1,180,50,2,1
r_4814_10,21,9,190,90,2,1,1,2,50,160,2,1
r_4815_0,19,20,150,150,2,2,2,2,200,200,2,2
r_4815_1,11,1,110,110,2,1,2,1,50,140,1,2
r_4815_2,4,6,190,190,2,2,2,2,200,200,2,2
r_4815_3,12,2,130,170,2,2,2,2,200,200,2,2
r_4815_4,10,16,130,110,2,1,2,1,50,140,1,2
r_4815_5,17,7,190,30,2,1,1,2,50,220,2,1
r_4815_6,21,14,190,90,2,2,1,2,200,200,1,2
r_4815_7,15,3,10,110,1,2,2,1,240,50,2,1
r_4815_8,13,9,170,110,2,2,2,2,200,200,2,2
r_4815_9,0,5,50,110,2,2,2,2,200,200,2,2
r_4815_10,8,18,70,170,1,2,2,1,180,50,2,1
r_4816_0,7,10,190,150,2,2,2,2,200,200,2,2
r_4816_1,8,2,110,190,2,2,2,2,200,200,2,2
r_4816_2,6,11,170,130,2,2,2,2,200,200,2,2
r_4816_3,18,12,90,130,1,2,2,2,160,50,2,2
r_4816_4,1,19,70,110,2,2,1,1,200,200,1,1
r_4816_5,20,3,130,30,2,1,1,2,50,220,2,1
r_4816_6,16,14,30,50,1,1,1,1,170,150,2,2
r_4816_7,21,9,150,170,2,2,2,2,200,200,2,2
r_4816_8,13,17,50,90,1,1,2,1,150,110,1,2
r_4816_9,15,0,50,190,1,2,2,2,200,50,2,2
r_4816_10,4,5,30,110,1,2,2,1,220,50,2,1
r_4817_0,2,9,150,90,2,1,2,2,50,160,1,1
r_4817_1,14,8,30,130,1,2,2,1,220,50,2,1
r_4817_2,11,19,50,10,1,1,1,1,150,190,2,2
r_4817_3,7,5,110,70,2,2,2,2,200,200,2,2
r_4817_4,16,17,10,110,1,2,1,1,240,50,1,1
r_4817_5,1,21,30,10,1,1,2,1,170,190,1,2
r_4817_6,0,10,70,70,2,1,2,1,50,180,1,2
r_4817_7,18,3,170,110,2,2,2,2,200,200,2,2
r_4817_8,12,13,10,30,1,1,1,1,190,170,2,2
r_4817_9,15,6,150,130,2,2,2,2,200,200,2,2
r_4817_10,4,20,110,30,2,1,2,1,50,220,1,2
r_4818_0,20,4,130,50,2,2,1,1,200,200,1,1
r_4818_1,21,8,130,110,2,2,2,2,200,200,2,2
r_4818_2,15,7,50,70,1,2,2,2,200,50,2,2
r_4818_3,3,16,190,30,2,1,1,2,50,220,2,1
r_4818_4,5,1,70,150,2,2,2,2,200,200,2,2
r_4818_5,12,18,10,110,1,2,2,1,240,50,2,1
r_4818_6,13,11,10,170,1,2,2,1,240,50,2,1
r_4818_7,6,19,30,130,2,2,2,1,200,200,2,1
r_4818_8,0,14,190,110,2,2,2,2,200,200,2,2
r_4818_9,9,2,50,70,1,1,1,1,150,130,2,2
r_4818_10,17,10,150,170,2,2,2,2,200,200,2,2
r_4819_0,15,14,70,170,2,2,2,2,200,200,2,2
r_4819_1,10,3,70,130,1,2,2,2,180,50,2,2
r_4819_2,6,16,30,110,2,1,2,1,50,140,1,2
r_4819_3,4,5,190,50,2,2,2,2,200,200,2,2
r_4819_4,2,7,30,190,1,2,2,2,220,50,2,2
r_4819_5,1,18,150,70,2,1,2,2,50,180,1,1
r_4819_6,11,0,110,90,2,2,2,2,200,200,2,2
r_4819_7,20,17,30,30,1,1,1,1,170,170,2,2
r_4819_8,8,19,170,90,2,2,1,2,200,200,1,2
r_4819_9,12,13,110,110,2,2,2,2,200,200,2,2
r_4819_10,9,21,190,110,2,1,2,2,50,140,1,1
r_4820_0,0,20,70,90,2,1,2,1,50,160,1,2
r_4820_1,5,4,50,30,2,1,1,2,50,220,2,1
r_4820_2,12,1,10,10,1,1,1,2,190,190,2,1
r_4820_3,8,7,150,30,2,1,1,2,50,220,2,1
r_4820_4,18,15,10,10,1,1,1,1,190,190,2,2
r_4820_5,11,19,170,110,2,2,2,2,200,200,2,2
r_4820_6,14,16,170,50,2,1,1,2,50,200,2,1
r_4820_7,17,6,170,10,2,2,1,2,200,200,1,2
r_4820_8,9,3,190,10,2,1,1,2,50,240,2,1
r_4820_9,13,2,130,30,2,1,1,2,50,220,2,1
r_4820_10,21,10,150,190,2,2,2,2,200,200,2,2
r_4821_0,16,9,190,150,2,2,2,2,200,200,2,2
r_4821_1,11,18,190,190,2,2,2,2,200,200,2,2
r_4821_2,8,19,170,190,2,2,2,2,200,200,2,2
r_4821_3,15,3,170,70,2,2,2,2,200,200,2,2
r_4821_4,17,2,190,90,2,2,2,2,200,200,2,2
r_4821_5,13,7,170,150,2,2,2,2,200,200,2,2
r_4821_6,5,1,30,110,1,1,2,2,170,90,1,1
r_4821_7,10,20,130,150,2,2,2,2,200,200,2,2
r_4821_8,12,14,30,170,1,2,2,1,220,50,2,1
r_4821_9,4,6,190,10,2,2,1,2,200,200,1,2
r_4821_10,0,21,90,110,2,1,2,1,50,140,1,2
r_4822_0,0,12,10,50,1,1,2,1,190,150,1,2
r_4822_1,4,14,90,30,2,1,2,2,50,220,1,1
r_4822_2,11,13,110,170,2,2,2,2,200,200,2,2
r_4822_3,6,8,50,110,1,2,2,1,200,50,2,1
r_4822_4,19,2,50,90,1,2,2,1,200,50,2,1
r_4822_5,10,5,110,30,2,1,2,2,50,220,1,1
r_4822_6,18,3,90,110,1,2,2,2,160,50,2,2
r_4822_7,17,9,130,110,2,2,2,2,200,200,2,2
r_4822_8,7,1,170,110,2,1,2,2,50,140,1,1
r_4822_9,21,15,90,150,1,2,2,2,160,50,2,2
r_4822_10,16,20,130,70,1,1,1,2,70,130,2,1
r_4823_0,13,7,90,110,1,2,2,2,160,50,2,2
r_4823_1,8,17,110,90,2,1,1,2,50,160,2,1
r_4823_2,15,18,150,110,2,2,2,2,200,200,2,2
r_4823_3,6,11,50,10,1,1,1,2,150,190,2,1
r_4823_4,4,3,130,170,1,2,2,2,120,50,2,2
r_4823_5,5,21,90,70,2,1,2,1,50,180,1,2
r_4823_6,20,16,190,190,2,2,2,2,200,200,2,2
r_4823_7,12,14,190,90,2,2,2,2,200,200,2,2
r_4823_8,1,10,150,90,2,1,1,2,50,160,2,1
r_4823_9,0,19,170,50,2,1,2,2,50,200,1,1
r_4823_10,9,2,90,110,1,2,2,2,160,50,2,2
r_4824_0,5,0,50,10,2,1,1,2,50,240,2,1
r_4824_1,8,1,150,70,2,2,1,2,200,200,1,2
r_4824_2,20,21,50,130,1,2,2,1,200,50,2,1
r_4824_3,7,3,110,10,2,1,1,2,50,240,2,1
r_4824_4,16,17,150,50,2,1,1,2,50,200,2,1
r_4824_5,15,9,10,30,1,1,1,1,190,170,2,2
r_4824_6,13,11,130,110,2,2,2,2,200,200,2,2
r_4824_7,19,2,90,50,2,1,1,2,50,200,2,1
r_4824_8,12,14,130,190,2,2,2,2,200,200,2,2
r_4824_9,6,18,130,170,2,2,2,2,200,200,2,2
r_4824_10,10,4,170,170,2,2,2,2,200,200,2,2
r_4825_0,13,15,190,50,2,1,1,2,50,200,2,1
r_4825_1,17,1,30,130,1,1,2,2,170,70,1,1
r_4825_2,4,20,70,130,2,2,1,1,200,200,1,1
r_4825_3,14,19,90,70,2,2,2,2,200,200,2,2
r_4825_4,2,10,190,50,2,1,1,2,50,200,2,1
r_4825_5,12,21,170,130,2,2,2,2,200,200,2,2
r_4825_6,3,7,190,110,2,2,2,2,200,200,2,2
r_4825_7,9,11,130,50,2,1,1,2,50,200,2,1
r_4825_8,0,5,110,50,2,2,2,2,200,200,2,2
r_4825_9,8,6,30,190,1,2,2,1,220,50,2,1
r_4825_10,16,18,30,190,1,2,2,1,220,50,2,1
r_4826_0,9,12,110,150,2,2,2,2,200,200,2,2
r_4826_1,8,4,50,170,1,2,2,2,200,50,2,2
r_4826_2,15,2,70,50,2,1,1,2,50,200,2,1
r_4826_3,1,14,30,70,1,2,2,1,220,50,2,1
r_4826_4,19,21,130,110,2,1,2,2,50,140,1,1
r_4826_5,10,20,170,90,2,1,1,2,50,160,2,1
r_4826_6,0,16,50,10,2,1,1,1,50,240,2,2
r_4826_7,13,11,90,30,1,1,1,2,110,170,2,1
r_4826_8,5,6,110,90,2,2,2,2,200,200,2,2
r_4826_9,18,3,30,10,1,1,1,1,170,190,2,2
r_4826_10,7,17,190,150,2,2,2,2,200,200,2,2
r_4827_0,15,3,130,70,2,2,2,2,200,200,2,2
r_4827_1,9,19,130,170,2,2,2,2,200,200,2,2
r_4827_2,2,11,70,170,1,2,2,2,180,50,2,2
r_4827_3,12,10,150,70,2,1,2,2,50,180,1,1
r_4827_4,16,17,110,170,1,2,2,2,140,50,2,2
r_4827_5,6,14,30,150,2,2,2,1,200,200,2,1
r_4827_6,13,18,90,30,1,1,1,1,110,170,2,2
r_4827_7,5,20,30,70,1,1,2,1,170,130,1,2
r_4827_8,7,21,10,170,2,2,2,1,200,200,2,1
r_4827_9,0,4,50,50,2,2,2,2,200,200,2,2
r_4827_10,8,1,150,170,2,2,2,2,200,200,2,2
r_4828_0,3,15,130,10,2,1,1,2,50,240,2,1
r_4828_1,8,0,170,30,2,2,1,2,200,200,1,2
r_4828_2,2,6,90,110,2,2,2,2,200,200,2,2
r_4828_3,11,12,70,190,2,2,2,2,200,200,2,2
r_4828_4,5,20,10,70,1,1,2,1,190,130,1,2
r_4828_5,19,17,130,150,2,2,2,2,200,200,2,2
r_4828_6,9,7,90,130,1,2,2,2,160,50,2,2
r_4828_7,21,10,90,10,1,1,1,1,110,190,2,2
r_4828_8,16,13,150,10,2,1,1,2,50,240,2,1
r_4828_9,14,1,170,30,2,1,1,2,50,220,2,1
r_4828_10,18,4,30,30,1,1,1,2,170,170,2,1
r_4829_0,1,19,30,130,1,2,1,1,220,50,1,1
r_4829_1,13,21,70,30,1,1,1,1,130,170,2,2
r_4829_2,10,12,10,130,1,2,2,1,240,50,2,1
r_4829_3,14,8,190,50,2,1,1,2,50,200,2,1
r_4829_4,6,11,170,30,2,1,1,2,50,220,2,1
r_4829_5,15,16,150,130,2,1,2,2,50,120,1,1
r_4829_6,7,0,170,30,2,2,2,2,200,200,2,2
r_4829_7,18,5,70,90,1,2,1,2,180,50,1,2
r_4829_8,17,20,30,110,1,1,2,1,170,90,1,2
r_4829_9,2,4,70,190,1,2,2,2,180,50,2,2
r_4829_10,9,3,70,50,1,2,1,2,180,50,1,2
r_4830_0,0,8,150,150,2,2,2,2,200,200,2,2
r_4830_1,7,10,30,110,1,2,2,2,220,50,2,2
r_4830_2,21,19,90,170,1,2,2,2,160,50,2,2
r_4830_3,2,3,90,170,2,2,2,2,200,200,2,2
r_4830_4,1,5,150,10,2,1,2,2,50,240,1,1
r_4830_5,6,16,190,170,2,2,2,2,200,200,2,2
r_4830_6,17,20,10,130,1,2,2,1,240,50,2,1
r_4830_7,14,13,50,30,1,1,1,1,150,170,2,2
r_4830_8,4,15,30,90,1,2,2,1,220,50,2,1
r_4830_9,9,12,130,110,2,2,2,2,200,200,2,2
r_4830_10,11,18,90,150,2,2,2,1,200,200,2,1
r_4831_0,1,4,70,10,2,1,2,2,50,240,1,1
r_4831_1,9,14,30,90,1,2,1,1,220,50,1,1
r_4831_2,2,16,30,70,1,1,2,1,170,130,1,2
r_4831_3,3,12,70,130,2,2,2,2,200,200,2,2
r_4831_4,15,18,70,150,2,2,2,1,200,200,2,1
r_4831_5,6,8,30,10,2,1,1,1,50,240,2,2
r_4831_6,7,10,150,150,2,2,2,2,200,200,2,2
r_4831_7,13,19,10,30,1,1,1,1,190,170,2,2
r_4831_8,11,17,90,130,2,2,2,2,200,200,2,2
r_4831_9,0,20,10,90,1,1,2,1,190,110,1,2
r_4831_10,5,21,190,170,2,2,2,2,200,200,2,2
r_4832_0,7,19,90,110,2,2,2,2,200,200,2,2
r_4832_1,21,8,90,170,1,2,2,1,160,50,2,1
r_4832_2,20,13,110,170,1,2,2,2,140,50,2,2
r_4832_3,16,4,90,90,1,2,1,2,160,50,1,2
r_4832_4,12,2,170,10,2,1,1,2,50,240,2,1
r_4832_5,9,1,170,90,2,1,1,2,50,160,2,1
r_4832_6,15,3,50,30,1,1,1,2,150,170,2,1
r_4832_7,11,14,10,110,1,2,2,1,240,50,2,1
r_4832_8,18,0,150,130,2,2,2,2,200,200,2,2
r_4832_9,17,5,70,50,1,2,1,2,180,50,1,2
r_4832_10,6,10,150,170,2,2,2,2,200,200,2,2
r_4833_0,1,12,50,170,1,2,2,1,200,50,2,1
r_4833_1,11,0,90,110,2,2,2,2,200,200,2,2
r_4833_2,6,2,130,150,2,2,2,2,200,200,2,2
r_4833_3,14,5,150,30,2,1,1,2,50,220,2,1
r_4833_4,15,20,30,10,1,1,1,1,170,190,2,2
r_4833_5,3,7,30,50,1,2,2,2,220,50,2,2
r_4833_6,21,8,190,150,2,2,2,2,200,200,2,2
r_4833_7,18,9,190,170,2,2,2,2,200,200,2,2
r_4833_8,4,17,190,70,2,1,2,2,50,180,1,1
r_4833_9,16,13,70,190,1,2,2,1,180,50,2,1
r_4833_10,19,10,50,90,1,1,2,1,150,110,1,2
r_4834_0,17,11,10,190,1,2,2,1,240,50,2,1
r_4834_1,6,19,150,130,2,2,2,2,200,200,2,2
r_4834_2,10,2,150,170,2,2,2,2,200,200,2,2
r_4834_3,12,0,110,90,2,2,2,2,200,200,2,2
r_4834_4,13,3,50,110,1,2,2,2,200,50,2,2
r_4834_5,20,8,150,170,2,2,2,2,200,200,2,2
r_4834_6,14,15,50,30,1,1,1,1,150,170,2,2
r_4834_7,18,16,90,150,1,2,2,1,160,50,2,1
r_4834_8,4,7,50,10,2,2,1,2,200,200,1,2
r_4834_9,9,1,90,90,1,1,1,1,110,110,2,2
r_4834_10,21,5,170,10,2,1,1,2,50,240,2,1
r_4835_0,21,5,10,10,1,1,1,1,190,190,2,2
r_4835_1,6,7,50,130,1,2,2,2,200,50,2,2
r_4835_2,20,9,130,70,2,1,1,2,50,180,2,1
r_4835_3,15,17,110,150,2,2,2,2,200,200,2,2
r_4835_4,16,10,190,110,2,2,1,2,200,200,1,2
r_4835_5,3,12,170,30,2,1,1,2,50,220,2,1
r_4835_6,4,11,10,130,1,2,1,1,240,50,1,1
r_4835_7,8,2,190,130,2,2,2,2,200,200,2,2
r_4835_8,14,19,130,150,2,2,2,2,200,200,2,2
r_4835_9,18,0,10,90,1,2,1,1,240,50,1,1
r_4835_10,1,13,90,110,1,2,1,2,160,50,1,2
r_4836_0,7,2,130,50,2,1,2,2,50,200,1,1
r_4836_1,17,4,30,190,1,2,2,2,220,50,2,2
r_4836_2,10,13,150,70,2,1,1,2,50,180,2,1
r_4836_3,5,21,130,130,2,2,2,2,200,200,2,2
r_4836_4,12,3,90,30,2,1,1,2,50,220,2,1
r_4836_5,14,6,50,50,1,1,1,1,150,150,2,2
r_4836_6,20,9,110,10,1,1,1,2,90,190,2,1
r_4836_7,8,11,170,10,2,1,1,2,50,240,2,1
r_4836_8,1,16,30,10,1,1,2,1,170,190,1,2
r_4836_9,18,0,90,110,1,2,2,2,160,50,2,2
r_4836_10,15,19,130,10,2,1,1,2,50,240,2,1
r_4837_0,0,5,150,170,2,2,2,2,200,200,2,2
r_4837_1,17,4,170,170,2,2,2,2,200,200,2,2
r_4837_2,3,12,70,170,2,2,2,2,200,200,2,2
r_4837_3,15,6,50,150,1,2,2,1,200,50,2,1
r_4837_4,8,21,90,150,1,2,2,1,160,50,2,1
r_4837_5,16,14,10,150,1,2,2,1,240,50,2,1
r_4837_6,11,7,190,130,2,2,2,2,200,200,2,2
r_4837_7,2,20,70,150,1,2,2,1,180,50,2,1
r_4837_8,1,10,170,90,2,1,1,2,50,160,2,1
r_4837_9,13,9,30,90,1,1,2,1,170,110,1,2
r_4837_10,18,19,10,50,1,1,1,1,190,150,2,2
r_4838_0,18,8,10,50,1,1,1,1,190,150,2,2
r_4838_1,0,15,70,190,2,2,2,2,200,200,2,2
r_4838_2,20,6,70,30,1,2,1,2,180,50,1,2
r_4838_3,11,9,150,130,2,2,2,2,200,200,2,2
r_4838_4,19,17,130,90,2,1,2,2,50,160,1,1
r_4838_5,14,5,90,70,2,2,2,2,200,200,2,2
r_4838_6,16,2,130,90,1,2,1,2,120,50,1,2
r_4838_7,10,7,70,190,1,2,2,2,180,50,2,2
r_4838_8,12,4,190,50,2,2,1,2,200,200,1,2
r_4838_9,3,13,150,190,2,2,2,2,200,200,2,2
r_4838_10,1,21,70,170,2,2,2,1,200,200,2,1
r_4839_0,10,0,70,10,1,1,1,2,130,190,2,1
r_4839_1,4,16,170,170,2,2,2,2,200,200,2,2
r_4839_2,11,6,130,10,2,2,1,2,200,200,1,2
r_4839_3,8,15,10,130,1,2,2,1,240,50,2,1
r_4839_4,7,5,50,150,2,2,2,2,200,200,2,2
r_4839_5,1,21,90,30,1,1,2,1,110,170,1,2
r_4839_6,19,20,10,130,1,2,2,1,240,50,2,1
r_4839_7,14,12,30,10,1,1,1,1,170,190,2,2
r_4839_8,9,2,30,10,1,1,1,1,170,190,2,2
r_4839_9,17,13,190,10,2,1,1,2,50,240,2,1
r_4839_10,18,3,110,50,2,2,1,2,200,200,1,2
r_4840_0,18,13,70,190,1,2,2,1,180,50,2,1
r_4840_1,1,2,150,10,2,1,2,2,50,240,1,1
