,id_1,id_2,cost_1,cost_2,message_1,message_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_36_2,13,4,90,10,1,1,1,1,1,1,110,190,2,2
r_36_3,2,18,30,110,1,2,1,1,1,1,170,90,2,2
r_36_4,21,1,110,150,2,2,2,2,2,2,200,200,2,2
r_36_5,17,11,110,170,2,2,2,2,2,1,200,200,2,1
r_36_6,5,19,170,110,2,2,2,2,1,2,200,200,1,2
r_36_7,15,14,90,90,1,2,2,1,1,2,50,160,2,2
r_36_8,12,20,110,190,2,2,2,2,2,2,200,200,2,2
r_36_9,10,8,130,150,2,2,2,2,2,1,200,200,2,1
r_36_10,16,7,90,10,2,1,1,1,1,1,110,190,2,2
r_37_0,9,15,90,190,2,2,2,2,2,1,200,200,2,1
r_37_1,8,16,170,170,2,2,2,2,2,2,200,200,2,2
r_37_2,14,21,130,110,2,2,2,2,2,2,200,200,2,2
r_37_3,13,19,90,130,1,2,2,1,1,1,50,120,2,1
r_37_4,17,18,150,150,2,2,2,2,2,2,200,200,2,2
r_37_5,2,5,130,50,2,1,1,1,1,1,70,150,2,2
r_37_6,7,20,50,10,2,2,1,1,1,1,150,190,2,2
r_37_7,3,12,190,150,2,2,2,2,2,2,200,200,2,2
r_37_8,6,11,150,190,2,2,2,2,2,2,200,200,2,2
r_37_9,4,0,150,70,2,2,2,1,1,2,50,180,2,2
r_37_10,1,10,50,50,1,2,2,1,1,1,50,200,2,1
r_38_0,13,3,110,90,2,1,1,2,1,2,140,50,1,1
r_38_1,6,2,170,130,2,2,2,2,1,2,200,200,1,2
r_38_2,12,8,190,70,2,1,1,2,1,2,60,50,1,1
r_38_3,10,14,130,170,2,2,2,2,2,2,200,200,2,2
r_38_4,11,15,90,170,1,2,2,2,2,1,200,200,2,1
r_38_5,4,0,150,130,2,2,2,2,2,2,200,200,2,2
r_38_6,1,19,190,190,2,2,2,2,2,2,200,200,2,2
r_38_7,7,17,50,110,2,2,1,2,1,1,200,50,1,2
r_38_8,5,18,30,150,1,2,1,2,2,1,220,50,2,2
r_38_9,9,20,170,130,2,2,2,2,1,2,200,200,1,2
r_38_10,16,21,10,10,2,2,1,1,1,2,190,190,2,1
r_39_0,9,8,70,110,2,2,2,2,1,1,200,200,1,1
r_39_1,18,7,130,130,2,2,2,2,2,1,200,200,2,1
r_39_2,15,12,90,70,1,2,2,1,1,1,50,180,2,1
r_39_3,0,6,170,30,2,1,2,1,2,2,50,220,1,2
r_39_4,14,2,50,170,2,2,2,2,2,1,200,200,2,1
r_39_5,11,4,150,150,2,2,2,2,2,2,200,200,2,2
r_39_6,19,17,190,70,2,2,2,2,1,2,200,200,1,2
r_39_7,5,20,170,70,2,2,2,2,1,2,200,200,1,2
r_39_8,13,10,30,50,1,2,1,1,1,1,170,150,2,2
r_39_9,16,1,170,150,2,2,2,2,2,2,200,200,2,2
r_39_10,21,3,130,150,2,2,2,2,2,1,200,200,2,1
r_40_0,11,13,30,150,1,2,2,2,2,1,200,200,2,1
r_40_1,16,20,90,170,2,2,1,2,2,2,160,50,2,1
r_40_2,15,14,170,130,2,2,2,2,1,2,200,200,1,2
r_40_3,0,12,30,150,2,2,1,2,2,1,220,50,2,2
r_40_4,6,18,170,190,2,2,2,2,2,2,200,200,2,2
r_40_5,8,9,10,50,1,2,1,1,1,2,190,150,2,1
r_40_6,21,3,170,30,2,1,2,2,2,2,200,200,2,2
r_40_7,2,10,150,110,2,2,2,2,1,2,200,200,1,2
r_40_8,1,19,10,10,2,1,1,1,2,1,190,190,1,2
r_40_9,17,7,90,130,2,2,1,2,2,1,160,50,2,2
r_40_10,4,5,170,90,2,2,2,2,1,2,200,200,1,2
r_41_0,3,16,110,170,2,2,2,2,2,1,200,200,2,1
r_41_1,10,9,170,90,2,2,2,2,1,2,200,200,1,2
r_41_2,1,2,130,150,2,2,2,2,2,1,200,200,2,1
r_41_3,21,7,10,130,2,2,2,2,2,1,200,200,2,1
r_41_4,11,20,130,50,2,2,2,2,1,2,200,200,1,2
r_41_5,0,17,170,30,2,2,2,1,2,2,50,220,1,2
r_41_6,13,4,10,130,1,2,1,1,1,1,190,70,2,2
r_41_7,12,5,90,50,2,1,1,2,2,1,160,50,2,2
r_41_8,6,8,30,170,1,2,2,2,2,1,200,200,2,1
r_41_9,14,19,130,130,2,2,2,2,2,1,200,200,2,1
r_41_10,18,15,110,30,2,1,2,2,1,1,200,200,1,1
r_42_0,13,8,110,150,2,2,2,2,1,1,200,200,1,1
r_42_1,15,5,50,130,2,2,1,2,1,1,200,50,1,2
r_42_2,0,1,30,30,2,1,1,1,2,1,170,170,1,2
r_42_3,7,19,50,170,2,2,1,2,2,2,200,50,2,1
r_42_4,11,21,110,50,1,2,2,1,1,2,50,200,2,2
r_42_5,14,2,90,170,2,2,2,2,2,1,200,200,2,1
r_42_6,20,17,50,90,2,2,1,2,2,1,200,50,2,2
r_42_7,16,12,150,170,2,2,2,2,2,2,200,200,2,2
r_42_8,9,10,10,50,2,2,1,2,1,1,240,50,1,2
r_42_9,6,4,90,90,2,2,2,2,1,1,200,200,1,1
r_42_10,3,18,50,190,1,2,1,2,2,1,200,50,2,2
r_43_0,3,21,150,190,2,2,2,2,2,2,200,200,2,2
r_43_1,15,14,10,110,1,2,1,1,1,2,190,90,2,1
r_43_2,17,6,50,30,2,1,1,1,1,1,150,170,2,2
r_43_3,8,18,50,170,1,2,1,2,2,1,200,50,2,2
r_43_4,4,2,170,90,2,2,2,2,1,2,200,200,1,2
r_43_5,20,5,190,30,2,1,2,1,1,2,50,220,2,2
r_43_6,10,11,70,170,2,2,2,2,2,2,200,200,2,2
r_43_7,1,0,70,110,2,2,2,2,2,2,200,200,2,2
r_43_8,9,16,50,150,2,2,2,2,2,1,200,200,2,1
r_43_9,19,13,50,170,1,2,2,2,2,1,200,200,2,1
r_43_10,7,12,110,190,2,2,2,2,2,2,200,200,2,2
r_44_0,1,20,30,190,1,2,2,2,2,1,200,200,2,1
r_44_1,0,2,130,50,2,1,2,2,2,1,200,200,2,1
r_44_2,10,19,110,10,2,1,1,1,1,2,90,190,2,1
r_44_3,6,15,110,90,2,1,1,2,1,1,140,50,1,2
r_44_4,9,5,170,30,2,1,2,1,1,2,50,220,2,2
r_44_5,8,7,70,10,1,1,1,1,1,1,130,190,2,2
r_44_6,3,14,170,130,2,2,2,2,1,2,200,200,1,2
r_44_7,11,4,90,150,1,2,2,2,2,1,200,200,2,1
r_44_8,12,13,50,30,2,1,1,1,1,1,150,170,2,2
r_44_9,16,18,70,30,2,2,1,1,1,2,130,170,2,1
r_44_10,21,17,30,50,2,2,2,2,2,1,200,200,2,1
r_45_0,14,1,170,170,2,2,2,2,2,2,200,200,2,2
r_45_1,3,15,150,130,2,1,2,2,1,2,200,200,1,2
r_45_2,0,7,130,170,2,2,2,2,2,1,200,200,2,1
r_45_3,20,6,170,190,2,2,2,2,2,1,200,200,2,1
r_45_4,8,10,150,10,2,2,2,1,1,2,50,240,2,2
r_45_5,18,2,70,110,2,2,2,2,2,1,200,200,2,1
r_45_6,5,17,150,90,2,2,2,2,1,2,200,200,1,2
r_45_7,19,4,170,170,2,2,2,2,2,2,200,200,2,2
r_45_8,13,16,30,70,1,2,1,1,1,1,170,130,2,2
r_45_9,9,12,190,50,2,2,2,2,1,2,200,200,1,2
r_45_10,11,21,90,110,1,2,2,2,2,2,200,200,2,2
r_46_0,17,8,50,170,2,2,1,2,2,1,200,50,2,2
r_46_1,18,10,70,30,2,2,2,2,1,1,200,200,1,1
r_46_2,4,2,50,30,1,1,1,1,1,1,150,170,2,2
r_46_3,21,7,130,70,2,2,2,2,2,1,200,200,2,1
r_46_4,20,9,30,110,2,2,1,2,2,1,220,50,2,2
r_46_5,13,1,170,190,2,2,2,2,2,2,200,200,2,2
r_46_6,3,14,50,90,1,2,1,1,1,2,150,110,2,1
r_46_7,15,5,90,70,1,2,2,1,1,1,50,180,2,1
r_46_8,11,0,90,110,1,2,2,2,2,2,200,200,2,2
r_46_9,19,16,190,150,2,2,2,2,1,2,200,200,1,2
r_46_10,6,12,50,30,1,2,2,1,1,2,50,220,2,2
r_47_0,9,19,50,90,2,1,1,2,1,1,200,50,1,2
r_47_1,18,6,10,50,2,1,2,2,1,1,200,200,1,1
r_47_2,3,10,30,170,1,2,1,2,2,1,220,50,2,2
r_47_3,11,8,130,50,2,1,2,2,1,1,200,200,1,1
r_47_4,2,13,10,190,1,2,1,2,2,1,240,50,2,2
r_47_5,17,16,30,10,2,2,1,1,1,1,170,190,2,2
r_47_6,4,5,30,90,1,2,1,1,1,1,170,110,2,2
r_47_7,1,12,70,170,2,2,2,2,2,1,200,200,2,1
r_47_8,0,7,10,170,2,2,1,2,2,1,240,50,2,2
r_47_9,21,15,110,110,2,1,2,2,2,1,200,200,2,1
r_47_10,14,20,50,130,2,2,2,2,2,1,200,200,2,1
r_48_0,3,13,170,130,2,2,2,2,1,2,200,200,1,2
r_48_1,14,12,50,50,2,2,2,2,2,2,200,200,2,2
r_48_2,11,18,170,170,2,2,2,2,2,2,200,200,2,2
r_48_3,5,21,70,10,2,2,2,1,1,2,50,240,2,2
r_48_4,6,0,130,70,2,2,2,2,1,2,200,200,1,2
r_48_5,1,10,10,150,2,2,1,2,2,1,240,50,2,2
r_48_6,7,19,90,110,2,2,1,2,1,1,160,50,1,2
r_48_7,8,16,130,50,2,1,1,1,1,1,70,150,2,2
r_48_8,2,20,10,130,1,2,1,1,1,1,190,70,2,2
r_48_9,9,17,90,150,2,2,2,2,2,1,200,200,2,1
r_48_10,4,15,10,110,1,1,1,2,1,1,240,50,1,2
r_49_0,10,8,130,130,2,2,2,2,1,1,200,200,1,1
r_49_1,12,15,50,170,2,2,2,2,2,1,200,200,2,1
r_49_2,21,3,110,50,2,1,2,2,2,2,200,200,2,2
r_49_3,18,16,30,50,2,1,2,2,1,1,200,200,1,1
r_49_4,9,19,30,50,2,1,1,2,1,1,220,50,1,2
r_49_5,14,1,150,90,2,2,2,2,2,2,200,200,2,2
r_49_6,6,7,10,30,1,2,1,1,1,1,190,170,2,2
r_49_7,20,0,90,30,2,2,2,1,1,2,50,220,2,2
r_49_8,4,17,90,50,2,2,2,1,1,1,50,200,2,1
r_49_9,13,11,170,110,2,1,2,2,1,2,200,200,1,2
r_49_10,2,5,170,30,2,1,2,1,1,2,50,220,2,2
r_50_0,11,21,170,170,2,2,2,2,2,2,200,200,2,2
r_50_1,0,5,110,150,2,2,2,2,2,1,200,200,2,1
r_50_2,7,20,110,110,2,2,2,2,1,2,200,200,1,2
r_50_3,4,16,110,130,2,2,2,2,2,1,200,200,2,1
r_50_4,15,14,170,150,2,2,2,2,2,2,200,200,2,2
r_50_5,10,8,170,170,2,2,2,2,2,2,200,200,2,2
r_50_6,12,2,10,130,2,2,1,2,1,1,240,50,1,2
r_50_7,17,9,150,50,2,2,2,1,1,2,50,200,2,2
r_50_8,3,13,110,70,2,2,2,1,1,1,50,180,2,1
r_50_9,19,1,30,130,1,2,2,2,2,1,200,200,2,1
r_50_10,18,6,170,110,2,2,2,2,2,1,200,200,2,1
r_51_0,5,21,150,10,2,2,2,1,1,2,50,240,2,2
r_51_1,14,20,190,10,2,2,2,2,2,2,200,200,2,2
r_51_2,15,17,110,50,1,2,2,1,1,2,50,200,2,2
r_51_3,12,6,150,10,2,1,2,1,1,2,50,240,2,2
r_51_4,16,10,190,170,2,2,2,2,2,2,200,200,2,2
r_51_5,19,3,90,70,1,1,1,1,2,1,110,130,1,2
r_51_6,9,4,190,10,2,1,2,1,2,2,50,240,1,2
r_51_7,1,13,130,130,2,2,2,2,2,1,200,200,2,1
r_51_8,8,2,130,190,2,2,2,2,2,1,200,200,2,1
r_51_9,18,11,70,50,2,1,2,2,1,1,200,200,1,1
r_51_10,7,0,130,50,2,2,2,1,1,2,50,200,2,2
r_52_0,11,21,150,170,2,2,2,2,2,2,200,200,2,2
r_52_1,2,19,130,10,2,1,1,1,1,2,70,190,2,1
r_52_2,4,1,10,150,1,2,1,2,2,2,240,50,2,1
r_52_3,15,6,10,90,1,2,1,1,1,1,190,110,2,2
r_52_4,10,18,10,30,2,2,1,1,1,1,190,170,2,2
r_52_5,8,5,150,10,2,1,2,1,1,2,50,240,2,2
r_52_6,17,0,110,150,2,2,2,2,2,2,200,200,2,2
r_52_7,12,14,90,170,2,2,2,2,2,2,200,200,2,2
r_52_8,16,20,150,10,2,2,2,1,1,2,50,240,2,2
r_52_9,13,3,30,70,1,1,1,1,1,1,170,130,2,2
r_52_10,9,7,130,10,2,1,1,1,2,1,70,190,1,2
r_53_0,16,0,130,30,2,2,2,1,1,2,50,220,2,2
r_53_1,4,6,190,10,2,1,2,1,1,2,50,240,2,2
r_53_2,11,14,190,90,2,2,2,2,1,2,200,200,1,2
r_53_3,2,13,30,30,1,1,1,1,1,1,170,170,2,2
r_53_4,5,21,170,90,2,2,2,2,1,2,200,200,1,2
r_53_5,20,9,110,10,2,2,2,1,1,1,50,240,2,1
r_53_6,12,3,30,130,2,2,1,2,1,1,220,50,1,2
r_53_7,19,15,110,130,2,1,2,2,1,1,200,200,1,1
r_53_8,10,18,130,90,2,2,2,2,1,2,200,200,1,2
r_53_9,17,7,70,190,2,2,1,2,2,1,180,50,2,2
r_53_10,1,8,70,10,2,1,1,1,2,1,130,190,1,2
r_54_0,3,19,10,110,1,2,1,2,2,2,240,50,2,1
r_54_1,10,21,70,110,2,2,2,2,1,2,200,200,1,2
r_54_2,4,6,90,30,2,1,1,1,1,1,110,170,2,2
r_54_3,5,15,10,110,1,1,1,1,1,1,190,90,2,2
r_54_4,20,9,70,30,2,2,2,1,1,1,50,220,2,1
r_54_5,12,0,10,170,2,2,1,2,2,1,240,50,2,2
r_54_6,8,13,50,170,1,2,1,2,2,1,200,50,2,2
r_54_7,2,1,190,70,2,2,2,2,1,2,200,200,1,2
r_54_8,14,7,110,110,2,2,2,2,2,1,200,200,2,1
r_54_9,11,18,150,30,2,2,2,2,1,2,200,200,1,2
r_54_10,17,16,30,50,2,1,1,1,1,1,170,150,2,2
r_55_0,17,1,70,50,2,1,1,1,1,1,130,150,2,2
r_55_1,16,4,90,130,2,2,1,2,2,1,160,50,2,2
r_55_2,13,21,10,90,1,2,1,1,1,2,190,110,2,1
r_55_3,15,14,150,150,2,2,2,2,2,2,200,200,2,2
r_55_4,10,7,70,30,2,2,2,1,1,1,50,220,2,1
r_55_5,19,9,190,70,2,2,2,2,1,2,200,200,1,2
r_55_6,3,20,150,30,2,2,2,1,1,2,50,220,2,2
r_55_7,11,6,90,110,1,2,2,2,2,1,200,200,2,1
r_55_8,18,5,90,90,2,2,2,2,2,1,200,200,2,1
r_55_9,2,8,50,50,1,1,1,1,1,1,150,150,2,2
r_55_10,12,0,150,150,2,2,2,2,2,2,200,200,2,2
r_56_0,7,8,190,50,2,1,2,1,1,2,50,200,2,2
r_56_1,11,18,130,90,2,2,2,2,1,2,200,200,1,2
r_56_2,14,4,70,170,2,2,2,2,2,1,200,200,2,1
r_56_3,6,21,150,30,2,2,2,2,1,2,200,200,1,2
r_56_4,9,15,50,110,2,1,1,2,1,1,200,50,1,2
r_56_5,16,17,10,150,2,2,1,2,2,1,240,50,2,2
r_56_6,20,12,190,50,2,2,2,1,1,2,50,200,2,2
r_56_7,3,19,170,190,2,2,2,2,2,2,200,200,2,2
r_56_8,10,2,70,30,2,1,1,1,1,1,130,170,2,2
r_56_9,0,1,110,130,2,2,2,2,2,2,200,200,2,2
r_56_10,13,5,170,190,2,2,2,2,2,2,200,200,2,2
r_57_0,4,12,190,110,2,2,2,2,2,2,200,200,2,2
r_57_1,17,10,10,90,1,2,1,1,1,1,190,110,2,2
r_57_2,6,16,50,10,1,2,2,1,1,1,50,240,2,1
r_57_3,7,19,50,50,2,1,1,1,1,1,150,150,2,2
r_57_4,3,9,130,70,2,2,2,1,1,1,50,180,2,1
r_57_5,8,21,90,150,1,2,2,2,1,2,200,200,1,2
r_57_6,18,15,130,70,2,2,2,2,2,1,200,200,2,1
r_57_7,5,1,170,150,2,2,2,2,2,2,200,200,2,2
r_57_8,20,13,90,190,2,2,2,2,2,1,200,200,2,1
r_57_9,0,2,110,90,2,2,2,2,2,1,200,200,2,1
r_57_10,11,14,170,10,2,2,2,2,1,2,200,200,1,2
r_58_0,15,0,170,90,2,2,2,2,1,2,200,200,1,2
r_58_1,4,17,70,130,2,2,1,2,2,1,180,50,2,2
r_58_2,14,16,70,190,2,2,2,2,2,2,200,200,2,2
r_58_3,8,1,30,110,1,2,1,1,1,1,170,90,2,2
r_58_4,19,10,50,170,1,2,2,2,2,1,200,200,2,1
r_58_5,18,9,30,50,2,2,2,2,1,1,200,200,1,1
r_58_6,2,6,30,50,1,1,1,1,1,1,170,150,2,2
r_58_7,21,12,130,170,2,2,2,2,2,1,200,200,2,1
r_58_8,13,5,130,110,2,2,2,2,1,1,200,200,1,1
r_58_9,11,20,170,30,2,2,2,2,1,2,200,200,1,2
r_58_10,7,3,130,110,2,2,2,2,1,1,200,200,1,1
r_59_0,6,8,70,170,2,2,2,2,1,1,200,200,1,1
r_59_1,4,15,170,90,2,1,2,2,1,2,200,200,1,2
r_59_2,9,19,130,70,2,1,1,2,1,2,120,50,1,1
r_59_3,20,17,150,110,2,2,2,2,2,2,200,200,2,2
r_59_4,7,16,10,30,1,1,1,1,1,1,190,170,2,2
r_59_5,2,13,30,30,1,1,1,1,1,1,170,170,2,2
r_59_6,0,11,90,10,2,2,2,1,1,1,50,240,2,1
r_59_7,21,14,70,150,2,2,2,2,2,2,200,200,2,2
r_59_8,1,3,110,130,2,2,2,2,2,1,200,200,2,1
r_59_9,18,5,10,10,2,1,2,2,1,1,200,200,1,1
r_59_10,12,10,10,170,2,2,1,2,2,1,240,50,2,2
r_60_0,11,20,190,50,2,2,2,2,1,2,200,200,1,2
r_60_1,2,16,30,90,1,2,1,1,1,1,170,110,2,2
r_60_2,3,15,110,110,2,1,2,2,1,1,200,200,1,1
r_60_3,13,14,170,30,2,2,2,1,1,2,50,220,2,2
r_60_4,1,5,170,170,2,2,2,2,2,2,200,200,2,2
r_60_5,6,9,90,90,2,2,2,2,1,1,200,200,1,1
r_60_6,4,12,70,110,2,2,1,2,2,1,180,50,2,2
r_60_7,10,18,70,110,2,2,2,2,1,2,200,200,1,2
r_60_8,21,8,70,90,2,1,2,2,2,1,200,200,2,1
r_60_9,7,19,130,70,2,1,2,1,1,2,50,180,2,2
r_60_10,0,17,110,90,2,2,2,2,2,2,200,200,2,2
r_61_0,11,12,110,170,1,2,2,2,2,2,200,200,2,2
r_61_1,20,17,190,50,2,2,2,1,1,2,50,200,2,2
r_61_2,3,0,110,70,2,2,2,1,1,2,50,180,2,2
r_61_3,10,19,30,190,2,2,1,2,2,2,220,50,2,1
r_61_4,7,15,90,10,2,1,1,1,1,1,110,190,2,2
r_61_5,4,21,90,190,2,2,2,2,2,2,200,200,2,2
r_61_6,16,2,30,110,1,2,1,1,1,1,170,90,2,2
r_61_7,13,5,150,170,2,2,2,2,2,2,200,200,2,2
r_61_8,1,9,50,50,1,2,2,1,1,1,50,200,2,1
r_61_9,6,8,10,30,1,1,1,1,1,1,190,170,2,2
r_61_10,18,14,130,30,2,2,2,2,1,2,200,200,1,2
r_62_0,18,11,130,30,2,1,2,2,1,2,200,200,1,2
r_62_1,10,17,30,150,2,2,1,2,2,1,220,50,2,2
r_62_2,15,6,10,110,1,2,1,1,1,1,190,90,2,2
r_62_3,3,12,30,190,1,2,1,2,2,1,220,50,2,2
r_62_4,5,7,50,130,1,2,2,1,1,1,50,120,2,1
r_62_5,4,19,90,190,2,2,2,2,2,1,200,200,2,1
r_62_6,8,13,110,70,2,2,2,1,1,1,50,180,2,1
r_62_7,9,14,90,90,2,2,2,2,1,2,200,200,1,2
r_62_8,0,1,30,90,2,2,1,2,2,1,220,50,2,2
r_62_9,21,20,90,10,2,2,2,2,2,2,200,200,2,2
r_62_10,16,2,130,150,2,2,2,2,2,1,200,200,2,1
r_63_0,0,15,110,130,2,1,2,2,2,1,200,200,2,1
r_63_1,12,4,110,50,2,1,1,2,2,1,140,50,2,2
r_63_2,16,13,10,110,2,2,1,2,1,1,240,50,1,2
r_63_3,6,3,30,150,1,2,2,2,2,1,200,200,2,1
r_63_4,5,14,90,30,2,2,2,1,1,2,50,220,2,2
r_63_5,20,1,170,10,2,2,2,1,1,2,50,240,2,2
r_63_6,19,7,110,70,2,2,2,2,1,1,200,200,1,1
r_63_7,18,2,190,30,2,1,2,2,1,2,200,200,1,2
r_63_8,17,8,150,130,2,2,2,2,2,2,200,200,2,2
r_63_9,21,10,150,110,2,2,2,2,2,2,200,200,2,2
r_63_10,9,11,150,150,2,2,2,2,2,2,200,200,2,2
r_64_0,1,11,130,30,2,1,2,2,1,2,200,200,1,2
r_64_1,19,16,170,130,2,2,2,2,1,2,200,200,1,2
r_64_2,0,18,110,90,2,2,2,2,2,2,200,200,2,2
r_64_3,20,8,50,170,2,2,1,2,2,1,200,50,2,2
r_64_4,9,13,170,150,2,2,2,2,2,2,200,200,2,2
r_64_5,4,6,90,170,2,2,2,2,2,1,200,200,2,1
r_64_6,15,21,130,90,1,2,2,1,1,2,50,160,2,2
r_64_7,12,2,50,110,2,2,2,2,2,1,200,200,2,1
r_64_8,3,7,170,130,2,2,2,2,1,2,200,200,1,2
r_64_9,14,10,10,30,2,2,2,2,1,1,200,200,1,1
r_64_10,17,5,10,70,1,2,1,1,1,1,190,130,2,2
r_65_0,18,19,50,50,2,1,2,2,1,1,200,200,1,1
r_65_1,1,21,110,170,2,2,2,2,2,2,200,200,2,2
r_65_2,17,14,130,150,2,2,2,2,2,2,200,200,2,2
r_65_3,7,15,110,50,2,2,2,1,1,1,50,200,2,1
r_65_4,16,10,90,90,2,2,1,1,2,1,110,110,1,2
r_65_5,20,0,10,50,2,2,1,1,1,1,190,150,2,2
r_65_6,2,5,130,90,2,2,2,2,1,1,200,200,1,1
r_65_7,9,13,30,130,2,2,1,2,1,1,220,50,1,2
r_65_8,3,8,50,10,1,1,1,1,1,1,150,190,2,2
r_65_9,6,4,110,50,2,1,1,2,2,1,140,50,2,2
r_65_10,11,12,50,70,1,2,2,1,1,2,50,180,2,2
r_66_0,15,1,170,90,2,2,2,2,1,2,200,200,1,2
r_66_1,13,8,130,170,2,2,2,2,2,1,200,200,2,1
r_66_2,2,4,110,10,2,1,1,1,1,1,90,190,2,2
r_66_3,3,9,190,30,2,2,2,1,1,2,50,220,2,2
r_66_4,14,7,10,70,2,2,2,2,2,1,200,200,2,1
r_66_5,20,0,10,10,2,2,1,1,1,1,190,190,2,2
r_66_6,19,17,10,70,1,2,2,1,2,1,50,180,1,1
r_66_7,6,5,30,70,1,2,2,1,1,1,50,180,2,1
r_66_8,11,16,190,150,2,2,2,2,2,2,200,200,2,2
r_66_9,18,21,10,50,2,2,2,2,1,2,200,200,1,2
r_66_10,10,12,190,130,2,2,2,2,1,2,200,200,1,2
r_67_0,11,6,150,90,2,2,2,2,1,1,200,200,1,1
r_67_1,18,10,50,190,2,2,2,2,2,1,200,200,2,1
r_67_2,1,2,130,130,2,2,2,2,2,1,200,200,2,1
r_67_3,7,20,130,30,2,2,2,1,1,2,50,220,2,2
r_67_4,5,0,50,30,1,2,2,1,1,2,50,220,2,2
r_67_5,4,9,110,70,2,2,2,1,1,1,50,180,2,1
r_67_6,21,3,170,70,2,1,2,2,2,2,200,200,2,2
r_67_7,13,8,190,70,2,1,2,2,1,2,200,200,1,2
r_67_8,14,15,90,30,2,1,2,2,1,1,200,200,1,1
r_67_9,19,17,150,70,2,2,2,2,1,2,200,200,1,2
r_67_10,12,16,130,90,2,2,2,2,1,2,200,200,1,2
r_68_0,21,14,90,50,2,2,2,2,2,2,200,200,2,2
r_68_1,19,0,90,70,1,2,2,1,2,2,50,180,1,2
r_68_2,11,15,130,10,2,1,2,2,1,1,200,200,1,1
r_68_3,10,16,130,110,2,2,2,2,1,2,200,200,1,2
r_68_4,13,8,130,10,2,1,1,1,1,1,70,190,2,2
r_68_5,6,17,150,190,2,2,2,2,2,2,200,200,2,2
r_68_6,1,12,70,10,2,2,2,1,2,1,50,240,1,1
r_68_7,18,5,70,90,2,2,2,2,2,1,200,200,2,1
r_68_8,9,20,130,190,2,2,2,2,2,2,200,200,2,2
r_68_9,3,7,50,70,1,2,1,1,1,1,150,130,2,2
r_68_10,4,2,90,70,2,1,1,1,1,1,110,130,2,2
r_69_0,4,20,170,30,2,2,2,1,1,2,50,220,2,2
r_69_1,11,21,130,10,2,2,2,2,1,2,200,200,1,2
r_69_2,19,0,150,30,2,2,2,2,2,2,200,200,2,2
r_69_3,10,18,10,190,2,2,1,2,2,1,240,50,2,2
r_69_4,5,12,170,130,2,2,2,2,1,2,200,200,1,2
r_69_5,1,15,170,70,2,2,2,2,2,2,200,200,2,2
r_69_6,9,13,190,110,2,2,2,2,1,2,200,200,1,2
r_69_7,3,16,70,110,1,2,1,2,2,2,180,50,2,1
r_69_8,8,7,50,10,1,1,1,1,1,1,150,190,2,2
r_69_9,14,6,190,90,2,2,2,2,2,2,200,200,2,2
r_69_10,17,2,190,170,2,2,2,2,2,2,200,200,2,2
r_70_0,12,4,50,170,2,2,2,2,2,1,200,200,2,1
r_70_1,14,16,130,30,2,1,2,2,1,1,200,200,1,1
r_70_2,21,9,30,170,2,2,2,2,2,1,200,200,2,1
r_70_3,10,15,190,90,2,1,2,2,1,2,200,200,1,2
r_70_4,13,20,10,110,1,2,1,1,1,1,190,90,2,2
r_70_5,5,7,10,190,1,2,1,2,2,1,240,50,2,2
r_70_6,19,8,130,190,2,2,2,2,2,1,200,200,2,1
r_70_7,11,17,50,30,1,2,2,1,1,1,50,220,2,1
r_70_8,18,6,70,170,2,2,2,2,2,1,200,200,2,1
r_70_9,2,3,70,190,1,2,2,2,2,1,200,200,2,1
r_70_10,1,0,30,90,1,2,2,2,2,2,200,200,2,2
r_71_0,21,12,10,110,2,2,2,2,2,1,200,200,2,1
r_71_1,16,5,130,170,2,2,2,2,2,1,200,200,2,1
r_71_2,9,4,110,70,2,2,2,2,1,2,200,200,1,2
r_71_3,3,20,130,10,2,2,2,1,1,2,50,240,2,2
r_71_4,8,10,170,170,2,2,2,2,2,2,200,200,2,2
r_71_5,1,19,150,30,2,1,2,2,1,2,200,200,1,2
r_71_6,7,17,130,110,2,2,2,2,1,2,200,200,1,2
r_71_7,13,6,170,50,2,1,2,1,1,2,50,200,2,2
r_71_8,15,11,70,110,2,1,1,2,1,1,180,50,1,2
r_71_9,18,14,150,130,2,2,2,2,2,2,200,200,2,2
r_71_10,2,0,70,110,1,2,2,1,1,2,50,140,2,2
r_72_0,10,0,170,30,2,2,2,1,1,2,50,220,2,2
r_72_1,8,3,110,70,2,1,1,1,1,2,90,130,2,1
r_72_2,18,2,170,130,2,2,2,2,2,2,200,200,2,2
r_72_3,4,5,130,170,2,2,2,2,2,1,200,200,2,1
r_72_4,9,6,10,130,2,2,1,2,1,1,240,50,1,2
r_72_5,11,14,90,110,1,2,2,2,2,2,200,200,2,2
r_72_6,17,12,190,150,2,2,2,2,2,2,200,200,2,2
r_72_7,15,13,170,170,2,2,2,2,2,2,200,200,2,2
r_72_8,16,21,90,190,2,2,1,2,2,2,160,50,2,1
r_72_9,1,7,150,50,2,2,2,2,1,2,200,200,1,2
r_72_10,20,19,150,90,2,1,2,2,2,2,200,200,2,2
r_73_0,11,4,150,110,2,2,2,2,1,2,200,200,1,2
r_73_1,18,8,10,110,2,2,2,2,2,1,200,200,2,1
r_73_2,19,21,70,10,1,2,2,2,1,2,200,200,1,2
r_73_3,17,0,190,10,2,2,2,1,1,2,50,240,2,2
